tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,Churn_Probability,Revenue_At_Risk
23,30.35,678.75,Month-to-month,DSL,Bank transfer (automatic),0,0.2076957881699112,75.64280605148167
39,54.85,2191.7,One year,DSL,Bank transfer (automatic),0,0.07328124069393346,48.23371262474701
15,19.5,239.75,One year,No,Mailed check,0,0.06097235855290975,14.267531901380881
53,103.85,5485.5,Month-to-month,Fiber optic,Electronic check,1,0.39164359486886985,488.06624792558557
24,24.2,609.05,Two year,No,Mailed check,0,0.023495474603861366,6.823085824961341
37,19.35,683.75,Month-to-month,No,Electronic check,0,0.11049216887407583,25.656281612560413
5,83.6,404.2,Month-to-month,Fiber optic,Electronic check,1,0.7156499206877995,717.9400004340005
50,100.65,5189.75,One year,Fiber optic,Electronic check,0,0.23354905619994787,282.08055007829705
54,94.1,5060.9,One year,Fiber optic,Credit card (automatic),0,0.13095535524212354,147.8747871394059
3,74.55,233.65,Month-to-month,Fiber optic,Electronic check,0,0.7196281705685027,643.7793613905825
68,108.45,7176.55,One year,Fiber optic,Electronic check,1,0.15463292873411602,201.23929345457861
5,56.15,291.45,Month-to-month,DSL,Electronic check,0,0.4592402528088595,309.4360823426095
33,20.35,689.75,Two year,No,Mailed check,0,0.01768059336645236,4.317600900087666
41,80.55,3263.9,One year,DSL,Electronic check,0,0.12253585298567132,118.4431554959499
34,61.25,1993.2,One year,DSL,Mailed check,0,0.08820498300445861,64.83066250827707
13,20.45,254.5,Month-to-month,No,Mailed check,0,0.1364526232165466,33.485473737340534
20,18.9,347.65,Month-to-month,No,Credit card (automatic),0,0.10663046020423453,24.183788374320393
51,19.6,967.9,Two year,No,Credit card (automatic),0,0.009681100173832325,2.276994760885363
3,91.5,242.95,Month-to-month,Fiber optic,Credit card (automatic),1,0.6144783367865915,674.6972137916774
41,45.2,1841.9,Month-to-month,DSL,Bank transfer (automatic),0,0.13976152030383515,75.80664861280019
13,19.45,232.1,Month-to-month,No,Credit card (automatic),0,0.12887602736613268,30.079664787255368
35,25.45,809.25,Two year,No,Bank transfer (automatic),0,0.01669186454857374,5.09769543313442
12,80.85,866.45,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5462179376153158,529.9406430743793
4,94.9,360.55,Month-to-month,Fiber optic,Mailed check,0,0.6254147081291059,712.2222696174259
43,49.05,2076.2,Month-to-month,DSL,Bank transfer (automatic),1,0.13464925890459142,79.2545537912425
12,29.3,355.9,Month-to-month,DSL,Mailed check,0,0.27108288259325986,95.31274151979017
68,105.3,7299.65,Month-to-month,Fiber optic,Electronic check,1,0.29140552657023955,368.2200233741547
25,88.95,2291.2,Month-to-month,Fiber optic,Electronic check,1,0.5844134068712397,623.8028704943613
7,20.25,129.15,One year,No,Mailed check,0,0.07666793345846781,18.63030783040768
66,110.85,7491.75,One year,Fiber optic,Electronic check,1,0.16421233451300954,218.43524736920529
53,110.5,5835.5,One year,Fiber optic,Electronic check,0,0.22535941187567954,298.82658014715105
63,109.4,7031.45,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.22594726603282525,296.623570847893
70,114.2,7723.9,Two year,Fiber optic,Bank transfer (automatic),1,0.047997379655957274,65.77560908052385
27,36.5,1032.0,Month-to-month,DSL,Bank transfer (automatic),1,0.19274499315840596,84.42230700338182
1,70.75,70.75,Month-to-month,Fiber optic,Mailed check,1,0.6210810441211114,527.2978064588236
5,19.95,109.6,Month-to-month,No,Mailed check,0,0.16730972672809566,40.0539485787061
37,19.6,727.8,One year,No,Mailed check,0,0.032267195063720146,7.589244278986979
3,40.15,130.75,Month-to-month,DSL,Mailed check,1,0.3391358721953437,163.39566322371658
12,76.6,893.0,Month-to-month,Fiber optic,Electronic check,0,0.6635306876758406,609.9174081116325
38,19.6,763.1,One year,No,Credit card (automatic),0,0.02952489024485956,6.944254185590969
9,85.3,781.4,Month-to-month,Fiber optic,Credit card (automatic),0,0.5637016259567452,577.0049843293244
13,65.85,902.25,Month-to-month,DSL,Electronic check,0,0.41048009787405854,324.36137334008106
29,94.45,2653.65,Month-to-month,Fiber optic,Electronic check,1,0.5608401501114463,635.6562261363132
47,20.05,1016.7,Two year,No,Credit card (automatic),0,0.010937586713195302,2.63158336319479
61,99.4,5943.65,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.22863956438507665,272.72127239851943
16,20.0,275.7,Month-to-month,No,Mailed check,0,0.12586165446370529,30.206797071289266
41,78.45,3126.45,Two year,DSL,Electronic check,0,0.06184129321886794,58.217393436242276
43,25.1,1070.15,Two year,No,Electronic check,0,0.021727959351608702,6.5444613567045415
36,97.35,3457.9,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.38522791042677196,450.02324496055496
6,55.0,340.4,Month-to-month,DSL,Electronic check,0,0.4504317602521596,297.28496176642534
58,71.1,4299.2,One year,DSL,Credit card (automatic),0,0.04393870889848196,37.488506432184806
19,61.55,1093.2,Month-to-month,DSL,Credit card (automatic),0,0.24664655387105422,182.17314468916064
11,45.9,521.9,Month-to-month,DSL,Bank transfer (automatic),0,0.2880966672189376,158.68364430419084
39,40.3,1630.4,One year,DSL,Bank transfer (automatic),0,0.06892901541246968,33.334071853470334
8,87.1,713.6,Month-to-month,Fiber optic,Electronic check,0,0.7001253376647765,731.7710029272243
26,49.5,1265.65,Month-to-month,DSL,Mailed check,0,0.21047910699216957,125.02458955334873
53,73.8,4003.85,Month-to-month,Fiber optic,Credit card (automatic),0,0.24420453940226247,216.26754009464366
70,19.2,1401.4,Two year,No,Mailed check,0,0.0057986209868519396,1.3360022753706868
1,45.3,45.3,Month-to-month,DSL,Mailed check,1,0.35819956498790523,194.71728352742525
59,25.0,1510.5,Two year,No,Mailed check,0,0.008288376136558917,2.4865128409676753
2,94.95,178.1,Month-to-month,Fiber optic,Electronic check,1,0.7437110354454941,847.3843537865961
7,35.3,264.8,One year,DSL,Mailed check,0,0.16317412614374885,69.12055983449201
12,44.55,480.6,Month-to-month,DSL,Electronic check,1,0.3945665538297233,210.93527967737003
59,76.75,4541.9,One year,DSL,Credit card (automatic),0,0.04374085061912945,40.28532342021822
61,81.0,4976.15,Two year,DSL,Bank transfer (automatic),0,0.02131039735637186,20.71370623039345
72,105.55,7542.25,Two year,Fiber optic,Bank transfer (automatic),0,0.04363679736369514,55.27036754085626
13,18.8,251.25,Month-to-month,No,Mailed check,0,0.13557425142135887,30.58555112065856
64,24.9,1595.5,One year,No,Mailed check,0,0.014841065574660599,4.434510393708587
1,23.45,23.45,Month-to-month,DSL,Electronic check,1,0.4525742725732912,127.35440030212413
10,64.9,685.55,One year,DSL,Mailed check,0,0.1691514692495804,131.73516425157325
65,61.35,3874.1,One year,DSL,Bank transfer (automatic),0,0.03570542421056379,26.28633330381706
62,113.95,6891.4,Two year,Fiber optic,Mailed check,0,0.06151376371021547,84.11392049734863
55,90.15,4916.95,One year,DSL,Electronic check,0,0.08710107968926872,94.22594800785092
25,54.1,1373.0,Month-to-month,DSL,Electronic check,0,0.3145372598530428,204.19758909659538
1,29.7,29.7,Month-to-month,DSL,Mailed check,1,0.34212099878574653,121.93192396724007
1,49.8,49.8,Month-to-month,DSL,Credit card (automatic),0,0.34884188480830264,208.46791036144162
59,101.1,6039.9,Month-to-month,Fiber optic,Electronic check,1,0.34643259102276786,420.29201942882196
64,24.4,1548.65,Two year,No,Bank transfer (automatic),0,0.006964798044604277,2.0392928674601323
36,95.0,3440.25,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.38270981441419605,436.28918843218344
3,50.65,151.3,Month-to-month,DSL,Mailed check,1,0.34987664418562675,212.65502433602393
61,69.9,4226.7,Two year,DSL,Mailed check,0,0.020708641390453305,17.370408398312232
26,39.95,1023.75,One year,DSL,Bank transfer (automatic),0,0.09878957632618551,47.35972289077334
1,55.4,55.4,Month-to-month,DSL,Electronic check,1,0.4886173435221156,324.83280997350244
1,90.6,90.6,Month-to-month,Fiber optic,Electronic check,1,0.7457279806208397,810.7554605309768
68,103.25,7074.4,Two year,Fiber optic,Credit card (automatic),0,0.046677000898429855,57.832804113154594
2,86.85,156.35,Month-to-month,Fiber optic,Mailed check,1,0.631058048813485,657.6886984734141
72,94.25,6849.75,Two year,Fiber optic,Bank transfer (automatic),0,0.041549715477293234,46.99272820481865
71,47.05,3263.6,Two year,DSL,Electronic check,0,0.022509576289166243,12.708906772863259
57,20.55,1252.85,Two year,No,Credit card (automatic),0,0.008118655922432638,2.0020605504718887
4,19.65,67.55,Month-to-month,No,Mailed check,0,0.17138276714059267,40.41205649175175
1,70.2,70.2,Month-to-month,Fiber optic,Electronic check,0,0.7278105402017793,613.1075990659789
72,81.0,5750.0,Two year,DSL,Credit card (automatic),0,0.01476249405951564,14.349144225849203
21,75.9,1549.75,One year,DSL,Bank transfer (automatic),0,0.1305262179566375,118.88327931490545
71,24.7,1810.55,Two year,No,Bank transfer (automatic),0,0.005648253461022671,1.6741423258471197
29,99.05,2952.85,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.438436674252262,521.1258310162386
69,110.25,7467.55,Two year,Fiber optic,Credit card (automatic),0,0.04673913626988911,61.8358772850633
64,85.0,5484.4,Two year,DSL,Credit card (automatic),0,0.019074366923500403,19.455854261970412
16,19.75,294.9,Month-to-month,No,Credit card (automatic),0,0.11914835112435082,28.238159216471143
4,23.9,97.5,One year,No,Electronic check,0,0.13134365849726887,37.66936125701671
52,111.25,5916.45,One year,Fiber optic,Credit card (automatic),1,0.14751614572162536,196.93405453836985
2,55.1,113.35,Month-to-month,DSL,Mailed check,1,0.36144281222310864,238.98598744191946
1,19.95,19.95,Month-to-month,No,Mailed check,0,0.18489115713113705,44.26294301719421
18,25.15,476.8,Month-to-month,DSL,Mailed check,0,0.23329000447761328,70.40692335134369
2,54.15,101.65,Month-to-month,DSL,Mailed check,0,0.36045012969291945,234.22049427445907
19,59.8,1130.85,Month-to-month,DSL,Mailed check,0,0.25670340460170643,184.21036314218452
40,83.85,3532.25,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.3430270870197259,345.1538549592482
66,104.9,6891.45,One year,Fiber optic,Electronic check,0,0.16054638450404357,202.09578881369006
21,75.3,1570.7,Month-to-month,Fiber optic,Mailed check,0,0.47712792976506974,431.132797335717
8,66.65,520.95,Month-to-month,DSL,Electronic check,0,0.4484881336899514,358.70080932522313
72,109.5,7854.9,Two year,Fiber optic,Credit card (automatic),0,0.04271095994303859,56.122201365152705
48,73.85,3581.4,One year,DSL,Bank transfer (automatic),0,0.061565567531045695,54.55940594601269
69,19.3,1447.9,Two year,No,Bank transfer (automatic),0,0.0058550598132350905,1.356031852745247
72,118.2,8547.15,Two year,Fiber optic,Electronic check,0,0.07467419603472876,105.91787965565928
14,51.45,727.85,One year,DSL,Credit card (automatic),0,0.13762289889095478,84.96837777527548
6,59.45,357.6,Month-to-month,DSL,Electronic check,0,0.45542677811352744,324.9014635061905
8,19.5,159.35,Two year,No,Bank transfer (automatic),0,0.03610866701958041,8.449428082581816
17,19.55,280.85,One year,No,Mailed check,0,0.05760429520548519,13.513967655206827
65,93.55,6069.25,One year,Fiber optic,Electronic check,0,0.15772285634680222,177.05967853492018
57,59.3,3274.35,One year,DSL,Mailed check,0,0.045571324552729775,32.428554551722506
13,102.25,1359.0,Month-to-month,Fiber optic,Credit card (automatic),1,0.5527339331299278,678.2045359504215
19,95.9,1777.9,Month-to-month,Fiber optic,Credit card (automatic),1,0.5002665076465003,575.7066969995925
56,109.8,6109.65,One year,Fiber optic,Bank transfer (automatic),0,0.1368457242580951,180.3079262824661
14,78.1,1122.4,Month-to-month,Fiber optic,Electronic check,0,0.651407766092121,610.4993583815358
52,39.9,2020.9,Month-to-month,DSL,Electronic check,0,0.15951671101749845,76.37660123517826
58,64.9,3795.45,Two year,DSL,Credit card (automatic),0,0.02085032262585454,16.238231261015514
47,95.05,4504.55,Month-to-month,Fiber optic,Electronic check,1,0.425952947263582,485.84193164884164
67,53.4,3579.15,Month-to-month,DSL,Credit card (automatic),0,0.06858530136920836,43.949461117388715
2,24.9,49.7,Month-to-month,DSL,Credit card (automatic),0,0.31707468445551584,94.74191571530812
6,44.7,276.5,Month-to-month,DSL,Credit card (automatic),0,0.3102794822844334,166.4339142973701
71,114.0,8175.9,Two year,Fiber optic,Bank transfer (automatic),0,0.04659073527555357,63.73612585695727
46,20.25,890.35,Two year,No,Bank transfer (automatic),0,0.011739067420208742,2.852593383110724
5,53.85,259.8,Month-to-month,DSL,Credit card (automatic),1,0.3258429626426859,210.55972245970364
67,83.85,5588.8,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.18719462156748717,188.35522822120558
3,20.2,50.6,Month-to-month,No,Bank transfer (automatic),0,0.1730623345940356,41.95030990559423
3,19.95,58.0,Month-to-month,No,Mailed check,0,0.17592776951358974,42.11710802155338
52,104.2,5568.35,Month-to-month,Fiber optic,Electronic check,1,0.3992699345812339,499.2471262003749
42,50.25,2203.65,Month-to-month,DSL,Electronic check,1,0.2121874202089826,127.9490143860165
50,20.35,938.95,One year,No,Mailed check,0,0.022061677883622424,5.387461739180596
23,90.0,2024.1,Month-to-month,Fiber optic,Electronic check,0,0.6002014489727266,648.2175648905447
67,54.2,3623.95,Two year,DSL,Credit card (automatic),0,0.015207779512963437,9.89113979523142
25,99.5,2369.05,Month-to-month,Fiber optic,Electronic check,1,0.5959721395376159,711.5907346079133
39,99.1,3877.95,One year,Fiber optic,Mailed check,0,0.20524523220910482,244.07763014306744
69,66.9,4577.9,Two year,DSL,Mailed check,0,0.016104994664388864,12.92908971657138
1,25.85,25.85,One year,DSL,Mailed check,0,0.18306526368489848,56.786844795055515
32,91.05,2871.5,Month-to-month,Fiber optic,Electronic check,0,0.5345012479484705,583.9960635084989
9,71.0,672.55,Month-to-month,Fiber optic,Electronic check,1,0.6780107849844693,577.6651888067679
16,93.2,1573.7,Month-to-month,Fiber optic,Credit card (automatic),1,0.519934498475772,581.4947430953034
60,20.95,1270.55,Two year,No,Bank transfer (automatic),0,0.007734762629097887,1.9445193249552086
72,109.2,7711.45,Two year,Fiber optic,Bank transfer (automatic),0,0.04433206998676446,58.092744510656146
5,19.35,126.05,Month-to-month,No,Mailed check,1,0.16693139735108745,38.76147046492251
26,85.8,2193.65,Month-to-month,Fiber optic,Credit card (automatic),0,0.4361273713563424,449.0367415484901
3,19.85,64.55,Month-to-month,No,Mailed check,1,0.1758621031664385,41.89035297424566
2,19.65,31.2,Month-to-month,No,Electronic check,0,0.26437852195898687,62.3404554779291
2,20.5,38.25,One year,No,Bank transfer (automatic),0,0.08652502023260013,21.285154977219634
36,89.65,3348.1,One year,DSL,Credit card (automatic),0,0.08874469180863696,95.47153944773166
7,74.35,533.6,Month-to-month,Fiber optic,Mailed check,0,0.5814081254519861,518.7323295282619
60,49.45,2907.55,Two year,DSL,Credit card (automatic),0,0.018344055064745853,10.885362275420189
19,89.1,1620.8,Month-to-month,Fiber optic,Electronic check,0,0.6279630458306734,671.418088602156
45,75.15,3480.35,Two year,DSL,Credit card (automatic),0,0.032022052414565655,28.87748686745531
4,70.65,293.85,Month-to-month,Fiber optic,Electronic check,0,0.7098458381211777,601.8073015591345
31,104.2,3243.45,Month-to-month,Fiber optic,Electronic check,1,0.5567816253778833,696.1997443725053
47,90.05,4137.2,Month-to-month,Fiber optic,Electronic check,0,0.4204240344469601,454.31021162338504
1,79.25,79.25,Month-to-month,Fiber optic,Electronic check,1,0.7358559391291668,699.7989981118376
1,44.9,44.9,Month-to-month,DSL,Bank transfer (automatic),1,0.3529665981870904,190.17840310320432
1,19.4,19.4,Month-to-month,No,Credit card (automatic),0,0.1754653040523801,40.84832278339408
59,88.75,5348.65,Month-to-month,Fiber optic,Credit card (automatic),0,0.2237525197735811,238.29643355886387
10,70.1,659.65,Month-to-month,Fiber optic,Electronic check,1,0.6704570380371025,563.9884603968105
35,91.0,3180.5,Month-to-month,Fiber optic,Credit card (automatic),0,0.37609083904075524,410.6911962325047
4,29.65,118.5,Month-to-month,DSL,Electronic check,1,0.43705230514327437,155.50321016997702
32,90.8,3023.85,One year,Fiber optic,Electronic check,0,0.3346279685538769,364.61063453630425
43,77.85,3365.85,Month-to-month,Fiber optic,Electronic check,1,0.4365835265792761,407.85633053035974
4,54.3,195.3,Month-to-month,DSL,Electronic check,1,0.4646920917620884,302.7933669921768
54,18.95,1031.1,Two year,No,Mailed check,0,0.009373885324799295,2.13162152285936
11,95.15,997.65,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5696679372449398,650.4468507462723
66,102.4,6471.85,Two year,Fiber optic,Bank transfer (automatic),0,0.051192359946290976,62.90517190200235
61,99.9,6241.35,One year,Fiber optic,Electronic check,0,0.1786907659472671,214.21449021758383
72,88.7,6501.35,Two year,DSL,Credit card (automatic),0,0.01527851496912855,16.26245133314043
44,54.3,2317.1,One year,DSL,Electronic check,0,0.10169853478382489,66.2667652651403
41,55.7,2237.55,Month-to-month,DSL,Bank transfer (automatic),0,0.14557887564169453,97.30492047890863
50,103.95,5231.3,One year,Fiber optic,Electronic check,0,0.23623569079336032,294.6804006956377
47,110.85,5275.8,One year,Fiber optic,Credit card (automatic),1,0.16736018840859637,222.62252262111485
8,20.15,165.5,Two year,No,Mailed check,0,0.036952274703972124,8.935060023420458
18,20.05,358.5,Month-to-month,No,Mailed check,0,0.11936479552241372,28.71916980269274
72,91.95,6614.9,Two year,DSL,Credit card (automatic),0,0.015501608714943271,17.104475056068406
1,80.5,80.5,Month-to-month,Fiber optic,Electronic check,1,0.7369551216322086,711.8986474967135
42,55.65,2421.75,Month-to-month,DSL,Electronic check,0,0.21630545442324262,144.44878246384144
18,74.7,1294.6,Month-to-month,Fiber optic,Electronic check,0,0.6197694996162225,555.5613794559819
13,104.15,1299.1,One year,Fiber optic,Credit card (automatic),0,0.3534087980379175,441.69031578778936
68,83.65,5733.4,One year,Fiber optic,Bank transfer (automatic),0,0.08915607053733486,89.49486360537674
4,72.2,305.55,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5959786319187911,516.3558866944406
69,110.05,7430.75,Two year,Fiber optic,Credit card (automatic),0,0.04669878557273879,61.670416227358835
17,51.5,900.5,Month-to-month,DSL,Mailed check,1,0.2611223595108825,161.37361817772535
25,25.5,630.6,Two year,No,Credit card (automatic),0,0.02160624930685022,6.611512287896167
43,89.55,3856.75,Month-to-month,Fiber optic,Mailed check,1,0.3331589447492795,358.0126020275757
59,19.5,1222.65,Two year,No,Credit card (automatic),0,0.007608695122229048,1.780434658601597
5,80.7,374.8,Month-to-month,Fiber optic,Electronic check,0,0.7129689949624826,690.4391747216682
21,77.5,1625.0,One year,DSL,Mailed check,1,0.13376860395463036,124.40480167780623
69,105.1,7234.8,One year,Fiber optic,Credit card (automatic),0,0.09133565568311339,115.1925289475426
13,25.15,331.85,Month-to-month,DSL,Bank transfer (automatic),0,0.25744787765216237,77.6977694754226
42,95.25,3959.35,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.34100458200645656,389.76823723337986
52,95.65,5088.4,Month-to-month,Fiber optic,Credit card (automatic),0,0.26884961819537617,308.5855917646528
46,85.0,3969.4,Month-to-month,Fiber optic,Electronic check,1,0.4222375497451975,430.6823007401015
61,80.8,4860.85,Two year,DSL,Bank transfer (automatic),0,0.0212915093936253,20.644247508059088
29,24.85,788.05,One year,DSL,Mailed check,0,0.08713962414960151,25.985035921411168
25,54.75,1266.35,One year,DSL,Credit card (automatic),0,0.10398664445470221,68.31922540673935
5,85.75,470.95,Month-to-month,Fiber optic,Electronic check,1,0.7176277314586615,738.4389356709627
15,50.75,688.2,One year,DSL,Electronic check,0,0.21157882183800716,128.85150249934637
19,20.15,387.7,Two year,No,Mailed check,0,0.02675426796807271,6.469181994679982
44,20.05,845.25,Two year,No,Mailed check,0,0.012713764794171729,3.058931809477718
6,98.25,560.6,Month-to-month,Fiber optic,Electronic check,1,0.7229286799660208,852.3329136799387
58,71.6,4230.25,Two year,DSL,Credit card (automatic),0,0.021479064065628693,18.45481184518817
62,81.45,4983.05,One year,Fiber optic,Credit card (automatic),0,0.10043821144931028,98.16830787055588
70,58.4,4113.15,One year,DSL,Bank transfer (automatic),0,0.030441505777955458,21.333407249191186
1,25.7,25.7,Month-to-month,DSL,Mailed check,1,0.33805431715766937,104.25595141142523
10,53.7,521.0,Two year,DSL,Credit card (automatic),0,0.0798105301780009,51.42990564670377
26,19.6,471.85,One year,No,Bank transfer (automatic),0,0.043585643280285476,10.251343299523144
66,89.4,5976.9,Month-to-month,Fiber optic,Credit card (automatic),0,0.18951074293432707,203.3071250199461
7,69.0,506.9,Month-to-month,Fiber optic,Electronic check,1,0.6891643141996808,570.6280521573358
51,84.2,4299.75,One year,Fiber optic,Bank transfer (automatic),0,0.14110604606445906,142.57354894352943
72,106.1,7548.6,Two year,Fiber optic,Credit card (automatic),0,0.04208562657168347,53.58341975106739
65,25.75,1654.75,Two year,No,Mailed check,0,0.006942878529997146,2.1453494657691183
2,46.05,80.35,Month-to-month,DSL,Bank transfer (automatic),1,0.34725434647904807,191.89275186432195
70,64.95,4551.5,One year,DSL,Bank transfer (automatic),0,0.03132958059930389,24.41827511909745
72,85.45,6227.5,Two year,DSL,Credit card (automatic),0,0.015058582801009879,15.441070804155531
1,20.05,20.05,Month-to-month,No,Mailed check,0,0.18495943825789649,44.501240844849896
1,76.4,76.4,Month-to-month,Fiber optic,Mailed check,1,0.6270856227153004,574.9120989053874
5,100.5,514.0,Month-to-month,Fiber optic,Electronic check,1,0.7309688154100787,881.548391384555
3,20.7,57.5,Month-to-month,No,Mailed check,0,0.1764208818988436,43.82294706367276
58,25.3,1474.35,Two year,No,Credit card (automatic),0,0.008048119740686591,2.4434091532724493
22,40.05,880.2,Month-to-month,DSL,Mailed check,1,0.2238119557633066,107.56402593984512
33,100.6,3270.25,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.41053644587878096,495.59959746486436
1,69.95,69.95,Month-to-month,Fiber optic,Electronic check,1,0.727586126891461,610.7357949126923
54,74.0,3919.15,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.24622148552529788,218.6446791464645
72,99.4,7285.7,Two year,Fiber optic,Electronic check,0,0.06899844289489698,82.30134268503313
1,93.3,93.3,Month-to-month,Fiber optic,Electronic check,1,0.7480402635840768,837.5058791087324
3,49.15,169.05,Month-to-month,DSL,Electronic check,1,0.46643010442345645,275.1004755889546
72,107.45,7658.3,Two year,Fiber optic,Credit card (automatic),0,0.04233286601619731,54.58399744128482
72,83.6,5959.3,Two year,DSL,Credit card (automatic),0,0.014934786067054596,14.98257738246917
54,99.05,5295.7,Month-to-month,Fiber optic,Credit card (automatic),0,0.2600526357571024,309.0985628608919
59,80.1,4693.2,One year,DSL,Electronic check,0,0.07472032054467652,71.82117210754308
54,65.3,3512.9,Two year,DSL,Bank transfer (automatic),0,0.024460389453078654,19.167161175432433
60,89.55,5231.2,Two year,Fiber optic,Electronic check,0,0.09253933562503676,99.4427700626645
60,60.8,3603.45,Two year,DSL,Credit card (automatic),0,0.01929323842332377,14.07634675365702
3,74.5,217.45,Month-to-month,Fiber optic,Electronic check,0,0.7195824679501742,643.3067263474558
69,99.15,6875.35,Two year,Fiber optic,Bank transfer (automatic),0,0.04629660543439697,55.08370114584551
1,19.25,19.25,Month-to-month,No,Electronic check,0,0.2699589827152282,62.36052500721772
50,39.45,2021.35,Month-to-month,DSL,Credit card (automatic),0,0.1037287937243016,49.10521094908438
56,44.85,2564.95,Month-to-month,DSL,Credit card (automatic),0,0.08997896309212776,48.426677936183154
60,97.2,5611.75,Two year,Fiber optic,Electronic check,0,0.09549091658672257,111.3806051067532
69,110.55,7610.1,One year,Fiber optic,Mailed check,0,0.09873022303981219,130.97551388461483
1,35.05,35.05,Month-to-month,DSL,Mailed check,1,0.34759657833673285,146.19912084842983
1,73.0,73.0,Month-to-month,Fiber optic,Electronic check,1,0.7303160475554311,639.7568576585577
3,19.9,45.75,Month-to-month,No,Mailed check,0,0.175894933929689,42.00371022240973
60,76.95,4543.95,Two year,DSL,Bank transfer (automatic),0,0.021561446610156253,19.909839799818286
13,35.4,450.4,Two year,DSL,Mailed check,0,0.07192836004965637,30.555167349094024
62,20.45,1297.35,Two year,No,Bank transfer (automatic),0,0.007266690978402926,1.7832459661000781
45,96.75,4442.75,One year,Fiber optic,Bank transfer (automatic),0,0.1725887701545862,200.3755621494746
25,54.2,1423.15,One year,DSL,Electronic check,0,0.16756864479464417,108.98664657443658
44,100.1,4378.35,Two year,Fiber optic,Bank transfer (automatic),0,0.09422534638603292,113.18348607890273
2,45.25,74.2,Month-to-month,DSL,Mailed check,0,0.3512090777132429,190.70652919829087
33,83.85,2716.3,Month-to-month,Fiber optic,Credit card (automatic),1,0.38274012450533007,385.1131132772631
1,70.1,70.1,Month-to-month,Fiber optic,Electronic check,1,0.7277207887667319,612.1587275105747
22,20.85,450.65,One year,No,Bank transfer (automatic),0,0.04919391705504304,12.30831804717177
35,33.45,1175.85,Month-to-month,DSL,Mailed check,0,0.15874651191828906,63.72084988400124
29,20.2,558.8,Two year,No,Mailed check,0,0.019901309303919847,4.82407737527017
27,85.9,2220.1,One year,Fiber optic,Electronic check,0,0.36402225313899444,375.23413853567547
54,61.0,3283.05,One year,DSL,Electronic check,0,0.07934405515775846,58.07984837547919
2,70.65,142.35,Month-to-month,Fiber optic,Electronic check,1,0.7221729338775025,612.2582133413466
57,86.9,4939.25,One year,Fiber optic,Electronic check,0,0.18802822929033947,196.075837503966
62,69.4,4237.5,Two year,DSL,Bank transfer (automatic),0,0.019649010715315888,16.363696123715073
15,20.35,335.95,One year,No,Credit card (automatic),0,0.057763146017565624,14.105760257489527
2,20.35,33.2,Month-to-month,No,Mailed check,1,0.18063407613359964,44.11084139182503
70,104.3,7188.5,Two year,Fiber optic,Bank transfer (automatic),0,0.045989162043909446,57.56003521415707
21,44.95,926.25,Month-to-month,DSL,Electronic check,0,0.3319937757299902,179.07744262875673
23,49.45,1119.35,One year,DSL,Electronic check,0,0.17309556719398894,102.71490957291306
6,20.6,116.6,One year,No,Mailed check,0,0.07895690008712253,19.51814570153669
4,19.55,68.8,Two year,No,Credit card (automatic),0,0.0390430338774526,9.15949574765038
3,99.0,287.4,Month-to-month,Fiber optic,Credit card (automatic),1,0.6224950445791471,739.5241129600267
23,93.5,2341.55,Month-to-month,Fiber optic,Electronic check,0,0.603999971718731,677.6879682684162
26,54.55,1362.85,One year,DSL,Credit card (automatic),0,0.10111341783660945,66.18884331584454
8,20.05,163.6,Month-to-month,No,Mailed check,0,0.15507912728903891,37.312038025742766
26,83.95,2254.2,Month-to-month,Fiber optic,Electronic check,1,0.5714946746628661,575.7237352553714
2,79.45,145.15,Month-to-month,Fiber optic,Electronic check,0,0.7301001155275773,696.0774501439921
67,116.2,7752.3,Two year,Fiber optic,Credit card (automatic),1,0.05080003853227484,70.83557372940405
71,93.7,6585.35,Two year,Fiber optic,Bank transfer (automatic),1,0.04267198772304458,47.980382995791324
59,79.85,4786.1,One year,DSL,Credit card (automatic),0,0.0443320254316005,42.478946768559595
39,100.0,3835.55,One year,Fiber optic,Electronic check,0,0.29778742439926204,357.34490927911446
21,19.6,397.0,Two year,No,Mailed check,0,0.025158858300503538,5.917363472278432
1,19.7,19.7,Month-to-month,No,Mailed check,1,0.18472053958483442,43.66793555785486
48,20.2,1027.25,Two year,No,Bank transfer (automatic),0,0.011053629960627798,2.6793999024561783
31,50.4,1580.1,One year,DSL,Credit card (automatic),0,0.0866462331193352,52.40364179057392
64,113.35,7222.75,One year,Fiber optic,Electronic check,0,0.17432804306475766,237.12100417668336
46,80.0,3769.7,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.29960800048110436,287.6236804618602
